,price
288957,39990
308699,17780
232150,20997
341865,10995
36871,9995
376458,16495
399372,3500
325433,4995
408982,3700
337509,13950
336267,14750
33241,25595
412963,4900
266627,17000
377886,5500
277526,9000
414643,5999
84230,18990
405153,18992
397428,27999
213553,6000
285655,9995
282441,11500
136010,27995
37784,13999
235206,46995
204416,54000
322891,33990
312803,8511
275187,3299
324571,18400
411451,19490
381832,8995
230528,17888
329636,15995
333589,62999
329235,7900
246768,8995
405130,17985
241152,7995
199560,7995
244659,31999
143739,7999
255215,13900
299873,8295
378854,5400
61788,4800
52464,23990
329358,29995
205483,7490
242661,48995
391128,18888
382914,18091
223214,14995
400791,4240
36064,51700
237736,8900
410496,15640
251423,5995
282289,9150
29067,29998
113268,13995
375839,17675
254616,8995
379496,27999
126642,49999
297916,6450
206046,500
181322,12999
74064,5995
248070,28484
236166,5632
236897,10995
183548,12995
398591,9600
124692,49995
178832,1600
127010,9250
76240,12990
142256,29995
105356,61500
318685,36900
146384,9800
282088,7900
268248,22769
182636,11200
313544,14990
225977,10995
243448,7900
285331,15590
152550,8000
129199,42999
293046,9000
354713,19995
386252,22500
101976,14995
79888,39999
185259,7700
4406,41999
281035,21500
419967,15500
315226,17999
333492,26599
386103,10557
419493,5495
392559,4995
55832,18995
222546,18995
331285,10421
20834,21410
397745,15988
143251,22895
71086,18000
294329,8998
370704,628
196599,8900
418593,21999
143430,7395
275856,38982
204482,12990
282443,7995
115616,16900
229333,899
208489,900
316222,10788
15418,5500
322286,24995
390976,22975
17381,16775
399464,18755
195267,39980
45108,5650
287427,37999
148542,3000
107311,13500
349056,18590
182038,2200
209684,7995
19495,16950
286975,14989
325076,12990
230004,15995
200311,28000
331324,3300
343589,11876
258271,4500
288740,19990
5169,10995
346654,4999
403431,21590
221925,10995
210172,27990
79678,20990
139311,24995
16359,18977
283391,12999
311724,27995
281592,38000
130433,27995
419872,7800
391517,10400
284891,21445
203956,8400
335800,11995
120282,8000
160350,35000
43210,5999
251333,14500
167921,9500
250294,9995
256184,12995
27555,8500
279688,5988
397079,6999
318069,7950
196035,9500
297708,8922
422318,14590
414328,21250
180223,14995
309439,17998
376590,6400
304518,11995
204251,23900
53129,4975
171100,18000
131735,6500
304570,2000
201859,10950
191704,26995
379723,23000
272945,8595
329445,14000
20321,13995
84474,35988
410329,25900
354004,11479
194366,12990
291174,20980
117763,43991
20472,23977
273794,14000
375823,9900
413131,12000
230396,19400
408213,3800
200400,17132
325271,20990
260270,8950
380883,13599
292038,17995
384002,14900
295761,995
233816,24999
184931,29980
366965,13995
385186,26837
247443,18800
336173,7250
200947,13288
184594,23980
261361,40895
365800,19590
275651,25999
388056,11750
33279,13500
284162,27000
233400,7999
377161,24500
212716,21900
307153,4970
17568,11990
298691,24995
106774,6788
93480,27995
247120,5200
306060,12990
394059,17995
250559,5700
196774,7999
76776,16995
240125,11900
325836,5000
45269,15990
380237,25995
184196,358
291113,45490
208279,28990
118533,41995
1688,30500
240903,10777
270156,23999
130315,18999
330266,7995
100740,26975
401211,7995
222287,45995
96829,1000
43140,17995
123892,19009
289096,8500
90754,11000
412788,16500
226933,32988
226793,12900
268689,26300
173765,24449
408078,9450
140346,14990
290028,29999
383401,42999
290631,8950
189944,16900
213037,19990
82639,14499
295348,16999
383764,6995
35851,9999
289135,6990
203223,11590
381505,17900
140617,15995
25392,8300
399838,14387
343457,10950
259075,19990
24160,29750
410952,39499
3861,9995
332960,19777
312644,10850
262608,5000
183701,9999
271203,9750
118750,9900
268946,15000
340491,12991
117908,37987
308149,13990
269922,27900
380899,16900
169802,5900
98100,9660
422829,7900
256731,29999
365197,42900
331614,38000
363855,22995
31150,3900
277659,38998
398623,34800
242746,15000
11828,239
326445,3795
228023,22988
189677,25000
187960,5950
161245,270
401934,2995
400838,9591
399443,16900
270763,25977
113225,16499
15096,145
379020,5749
269996,5700
205119,22900
269589,799
113882,28990
399978,4900
201707,11500
37898,1750
62246,42980
338942,19500
199760,4999
236049,9500
226886,7700
202911,9495
338310,15000
63041,14999
414505,14000
161938,6000
239788,35590
276415,9750
90818,600
353614,24999
183125,19800
295589,5650
403868,5995
34145,14995
409499,15795
383437,28999
215724,25990
386695,5995
357696,32988
264101,19990
206468,12999
397507,12000
97173,3995
398231,13995
177951,22990
274664,8995
295743,15420
262853,49995
253339,5900
323340,13999
126369,17991
53301,21890
61371,28999
216934,4350
165584,11590
243646,24987
352311,23498
164718,10999
249792,16700
355173,12000
312032,40995
302768,21910
410596,16794
25966,18950
305055,7995
113469,19250
346841,8495
348276,12998
237448,27500
279034,36798
293997,8995
252048,5995
277846,15995
202713,14995
306641,16995
304427,27679
209910,5499
112836,18997
168265,12500
281946,24990
155498,19995
387908,11894
305902,8998
158942,16990
256888,19997
223330,6875
364522,7500
423409,13576
387292,8999
142823,280
242472,21995
55563,9995
403235,9997
112829,33981
136950,40990
334256,25989
28370,4488
241424,9985
68933,4995
266227,16990
304775,3500
265414,4000
411208,32888
315649,13500
195750,25999
125218,15990
125136,11499
391560,22990
333760,8500
125832,498
306593,3300
236996,28590
125786,31995
236585,9995
290798,7500
414068,8950
95667,13590
236511,13995
212877,17990
379907,15995
266956,14999
146905,12200
267445,25967
331470,18250
407439,3700
291819,14995
32969,17292
138181,24991
411958,6300
314141,27000
359259,11900
400172,7295
196229,34995
82749,45990
123153,28934
258334,17999
306978,38495
124710,9995
299690,308
310162,14879
255198,5999
197062,4595
267850,37777
246821,29400
31624,9995
9816,34999
199224,27999
289098,29590
423702,8795
417222,10900
342353,9500
108715,18193
329011,16590
371947,46892
345904,19999
120768,32914
228085,10995
277206,43988
330973,14999
241312,7995
141939,13880
250036,22900
199283,14900
142827,35944
371659,9985
285846,8250
97944,26495
212800,17299
334738,22990
346858,12990
353320,12999
96689,1000
187802,2995
272778,15250
378804,17000
243119,11995
312553,39997
306693,16590
113943,37747
199285,9900
206426,4950
248011,7999
179718,33995
259452,24995
177613,6999
393583,11499
93171,12995
178324,8963
357613,35000
136830,7900
285085,15959
8857,18995
349388,6900
418514,22985
336936,14997
309402,39990
256709,31099
63548,19900
125209,16990
353570,15999
34950,21999
281561,9991
317298,3990
170405,8998
136095,9500
341789,22995
257415,36995
202289,39900
282165,12400
395388,4695
108439,9500
238425,10500
228931,18000
137638,7995
307396,19990
365116,2900
404821,9998
33728,12000
405854,66500
1737,29999
295165,9999
133058,27870
85144,33976
278968,10995
9450,28950
315014,4495
348123,6500
295149,18795
6327,15995
343726,6300
208999,42000
22790,18900
223398,17000
45015,9980
192152,34480
114634,28850
392657,33995
392686,18000
211762,18500
216795,11995
233129,20955
254756,25991
256868,39995
209569,15733
318054,15450
56252,16990
16732,13995
160518,14000
265927,15995
210283,22990
76198,40999
385842,21995
409321,29500
315871,8000
389270,13995
391762,3995
277122,7795
95530,17985
180009,4750
100782,13888
133326,2200
7649,5300
17898,19995
404464,11351
300934,7995
283576,28194
290057,42999
95607,15000
4988,35995
263285,8900
11944,41988
375046,11995
260915,4500
379383,5900
354339,15999
20600,21500
3617,21999
112051,5995
241017,15990
321004,16900
294897,11977
231685,7900
376060,21802
92637,39997
239112,6999
159484,16900
245537,49695
99528,1999
242864,7395
412454,23990
422020,3900
280611,29500
119499,8800
222425,20450
369795,19995
29644,5998
338152,20000
314175,7250
352370,30998
311077,19998
81675,28937
69652,15800
235089,21990
289002,8999
316624,10291
310262,29998
115927,14995
124977,18645
314873,13750
314355,8500
205645,19990
391753,8495
8652,29994
337271,69900
66185,14250
5045,8998
215268,6750
131300,6500
329859,11695
340538,50000
213424,10500
93373,15495
318261,8900
234991,23999
230478,9400
119391,69999
405899,17590
246414,16761
200375,12995
98858,5000
351556,10995
334394,37877
43047,11988
208769,15980
263535,13200
208772,19577
389406,11980
274483,24995
331217,23987
229982,9495
346656,25990
254079,8888
283329,7800
287175,16995
315780,61850
91353,9995
268275,15980
403756,23900
290673,7300
188429,21900
136675,7250
296908,3995
242645,19899
234488,17450
203086,6250
125625,47500
258091,17000
12357,24000
277636,24998
398994,13000
308625,5499
288686,35990
352848,18999
180764,7995
8913,25987
184881,17795
299674,2195
299370,17497
243590,32250
395278,28995
327906,46999
168379,19800
396101,26985
251775,3999
262071,6990
268394,39999
225648,46999
184400,6965
123941,15995
99507,12995
100753,15175
188485,4900
95144,6495
368562,14900
265610,15400
185470,4000
413756,13997
145131,11500
7774,19995
114430,13995
23319,3997
175069,105
323332,15998
290190,282
232705,11500
258941,10495
275020,10950
402673,4400
417654,64988
390967,9975
417401,16995
126763,24980
73271,6995
332577,12995
204709,9995
230727,9450
206024,10000
229760,9800
304196,8950
235169,8995
420152,9900
288314,17999
290302,564
310852,39999
292220,35992
115879,16995
417274,39995
186536,4999
252748,19875
326102,9299
328790,6500
211242,19990
208847,10995
396853,35999
290791,7495
266677,15250
8642,27995
355346,11995
268663,25990
65924,74999
192346,12950
225332,11000
349454,14473
191863,14990
200145,8500
198862,13995
322443,16995
190754,6488
327987,5888
81611,17437
221372,7950
272949,6000
300994,359
348664,3900
250065,7982
167125,15200
388387,7200
36669,27990
187388,22500
337525,12997
202624,215
330474,10000
194220,10273
202784,23995
330202,19989
379632,18889
351110,13700
21508,43523
356696,33985
8180,11999
217186,26990
219249,32200
214676,8950
258532,19995
49427,27500
297747,7450
40599,21000
162310,7999
198280,19995
188522,15795
52334,12500
247551,16995
411420,25912
310561,47999
159826,21985
191899,14490
382756,8299
284957,12485
105403,34400
116234,13833
76520,4800
93821,62999
145052,10500
24023,11995
148071,11500
65091,26995
62141,18995
229590,7000
229138,19997
135098,12990
161256,24998
331105,4800
383166,19321
124674,7250
72667,30900
124469,15495
346597,9272
212146,10700
190668,79990
329431,17995
87613,10399
299183,5950
417959,18933
304527,24950
407792,42990
243227,27995
82203,18599
209449,35990
232094,6500
275351,9995
189900,22500
422958,3990
193621,15997
261077,16995
422198,5500
179554,39995
419925,7650
196828,17314
302452,13500
253702,27995
356659,16897
231763,7995
401833,10000
114773,11995
41320,18000
341869,11999
307099,71994
285973,15995
355777,24999
243033,20900
374426,21900
66355,62999
104238,40995
66316,15995
343419,9950
406676,116
341889,2000
265418,6500
335206,14500
190761,6495
394996,39990
347475,17864
380341,24900
80577,11995
273645,8500
110446,19999
178687,6995
205093,5900
39205,9990
415494,4295
188104,7189
145929,6200
83578,18364
221118,22995
196807,21500
222780,14999
111637,28000
269227,21995
324056,25950
110425,9588
357366,37495
298162,8500
29288,21498
384586,9999
249206,25999
231022,25298
353664,34980
284090,33951
200307,18995
252512,9202
399707,46995
129390,34990
291208,11295
388761,25995
254566,6999
325557,14470
323882,29990
210341,3500
129957,12998
91955,18200
419924,30000
195148,20800
235263,20995
242691,30654
423826,19995
199061,8995
213929,14995
20604,19995
268764,14500
257629,12990
348357,11550
399785,33995
198532,41950
400627,11999
129282,9995
270231,12495
279071,7998
271636,14995
214778,5400
82245,8995
313533,5800
225096,7498
84687,12395
327953,16000
340678,3500
384112,4750
159686,23000
287898,8995
130815,11495
1140,17995
48115,9995
346526,21200
72923,55990
127804,52999
63416,25900
108914,7950
315544,8995
110658,5995
206455,25992
404044,24995
243026,10990
190907,14995
384794,18990
182536,13999
412055,7995
191121,32990
268680,4850
312128,10999
115891,26900
205647,35990
408195,18099
102111,20950
16175,36999
252834,14749
267543,18452
215763,13480
382783,34699
310822,18998
231745,10695
388286,5300
236096,10820
158229,34988
401221,36990
389169,13990
283872,47879
381449,18990
321046,7950
237175,6500
240487,49985
62398,13588
122944,33988
340025,29900
411932,14995
269442,13900
194801,18895
21342,19499
201771,9950
72617,20500
269810,13995
114640,10999
232803,6995
391746,8295
268994,14990
347233,14950
354345,15445
2553,37750
262021,12500
183037,8500
382480,12500
248298,18998
421874,6000
315032,8980
357484,24990
21532,17995
331662,44999
69549,25950
296717,17900
224448,28800
25044,99000
410770,19500
225661,18380
196760,5600
419501,11995
246210,23500
245978,19500
395469,2995
338396,12995
241112,9950
223624,6995
262469,27590
140136,11750
125733,32995
285775,2995
321171,31995
137384,11500
337067,46988
57594,18333
293877,2750
78291,11250
280487,14995
175677,12950
302032,10995
241546,11995
291589,8900
333849,20495
412315,32950
364038,16750
247114,12995
23124,329
322925,14490
125275,13999
24843,9900
412680,23945
409165,10590
244828,211
402125,48995
35264,37000
295125,14295
22371,5999
411330,16990
350701,25000
375627,14435
173843,19935
201783,17900
237499,9995
99524,4999
309707,15894
400632,15999
334426,15990
187546,34990
274518,6700
212587,1000
90007,20998
379187,10995
265700,7688
10475,21000
98045,7990
6056,3950
188570,6995
411345,14590
226722,14097
287796,30995
8308,11995
247413,14242
203729,10977
423555,3800
369910,29995
342066,8800
80011,2850
419729,20489
17390,7000
39865,11995
77839,3200
340714,57999
347604,33750
24572,245
87782,348
78028,10999
339977,8995
362108,16495
262320,17995
210041,9433
311624,4900
136491,28985
96497,8995
119737,29995
278627,17900
197627,12995
306146,7985
241148,11995
217678,18999
399,6995
145755,5601
259646,29900
296613,8995
282239,1975
2188,34999
240597,19998
13173,13788
153666,18995
62950,13880
316908,9490
315713,27995
374517,21000
259784,8999
240781,27999
321290,36999
135114,37000
402955,19995
170393,13476
404308,25356
290592,5995
352747,12000
1749,14999
414311,12985
194943,9999
227311,4750
23755,12500
308384,19200
216338,5995
388124,7900
144064,18498
129422,23999
409706,10995
260851,17994
76922,28900
246551,8900
277050,32780
316906,43993
283131,16995
339162,4200
341926,9977
25963,16959
246722,25395
179485,180
395839,7999
259776,18990
355721,14599
227029,17513
124948,28995
276730,39998
338947,48950
293609,9988
370570,19000
6319,7995
199754,6900
379832,36999
105082,13833
1646,15000
96758,14995
353665,39980
312599,9500
295733,26995
215843,11970
226451,12800
422305,21995
83621,30990
410634,19995
269595,7000
403291,8995
215679,21795
16562,18999
246468,7499
344098,39500
415866,14495
404348,9995
326453,31977
159938,9900
5975,17995
411858,9850
282015,1950
290928,10995
160645,17385
282759,14990
313473,28590
410045,19995
215421,3900
34270,27590
21942,1400
253629,33995
358028,34985
408651,24500
411793,9500
259633,39900
343366,12500
70126,9500
51538,35000
212626,7988
384444,15995
25975,14950
167925,19749
286914,19500
165015,59999
410584,18900
354457,10500
338407,14995
193890,29990
138761,24995
145695,17900
362508,22000
2252,19871
418291,7995
354356,22995
245982,13995
199653,41999
9674,14395
20398,39590
16537,56900
87112,32500
281623,18999
274554,18500
387686,14000
182552,10495
181662,16995
263053,3500
11305,22700
109174,3490
385311,13500
112881,29990
269528,25988
387840,26990
10386,521
285816,22500
73722,25500
401699,25980
234249,13995
102002,3995
23775,15950
239022,25995
230709,21888
220866,14477
283016,799
334825,6700
348255,33900
6703,4995
364025,4300
332029,52999
415965,29795
322818,4750
320688,17888
340378,7495
68502,12990
253569,5500
286492,33500
258638,5900
7420,21900
267894,24950
269605,7000
7039,19997
29315,18999
250880,28990
115176,27890
290620,6999
336058,16498
244463,22990
333387,5800
231549,16555
276282,5900
274976,4300
222093,28500
260965,3900
172205,9995
290515,24990
400028,14995
191830,16590
396951,13900
121017,13900
246162,11990
305442,4900
187350,22500
374644,22267
257342,36500
